EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247057;1;01/09/1971;1;35,0;79,9;24;5;1;1;0;1110,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35,0;4,4;0,0;0,0;0,0;21,8;8,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1971;1;7,5;7,5;8;1;1;1;0;1110,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1971;1;8,0;11,5;4;4;1;1;0;1110,09997558594;1;0,3;0,2;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1971;1;48,1;125,7;18;10;1;1;0;1110,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;1,1;0,0;0,0;9,2;3,0;0,0;20,8;9,0;48,1;24,0;7,2;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1971;1;19,2;54,8;3;5;1;1;0;1110,09997558594;1;0,0;16,6;19,2;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,1;11,6;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1971;1;41,0;81,0;17;8;1;1;0;1110,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;12,0;0,0;0,0;2,4;0,0;0,0;2,8;41,0;0,0;0,0;0,0;0,0;7,2;4,4;10,6;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1971;1;54,5;171,4;28;15;1;1;0;1110,09997558594;1;0,0;0,0;0,0;11,3;3,4;22,5;0,5;0,0;17,3;0,0;12,4;12,0;9,5;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,4;9,0;3,0;4,1;54,5;0,2;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1971;1;23,8;70,4;4;8;1;1;0;1110,09997558594;1;0,0;0,0;0,0;23,8;0,0;0,0;0,0;6,1;1,0;15,1;3,4;13,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,7;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
2247057;1;01/01/1971;1;20,0;59,1;2;11;1;1;0;1110,09997558594;1;1,0;20,0;0,2;0,4;0,0;6,9;9,1;0,4;0,0;0,0;0,0;0,0;0,0;9,2;0,0;0,0;1,1;0,0;0,0;0,0;5,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,9;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1970;1;61,6;175,3;26;16;1;1;0;1791,69995117187;1;6,2;0,6;0,0;0,0;0,0;0,0;0,0;0,0;7,8;31,1;23,2;2,4;0,2;1,8;0,0;0,0;2,3;0,2;1,3;3,0;32,4;0,0;0,0;1,0;0,2;61,6;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1970;1;41,0;103,5;8;9;1;1;0;1791,69995117187;1;0,0;0,0;6,9;0,0;0,0;0,0;0,0;41,0;13,6;0,0;0,0;0,0;0,0;13,6;10,2;0,0;0,0;0,0;0,0;0,0;0,0;13,4;0,0;0,0;0,0;0,0;0,0;1,0;3,0;0,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1970;1;23,5;65,3;13;7;1;1;0;1791,69995117187;1;0,0;0,0;1,5;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,5;0,0;0,0;0,0;0,0;12,6;0,0;6,9;0,0;7,2;3,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1970;1;28,4;103,6;16;7;1;1;0;1791,69995117187;1;0,0;0,0;0,0;0,0;0,0;0,0;12,8;0,0;0,0;0,0;16,6;0,0;18,7;16,9;0,0;28,4;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;9,4;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1970;1;28,6;84,6;26;6;1;1;0;1791,69995117187;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,6;15,2;5,3;4,3;19,0;12,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1970;1;4,7;4,7;2;1;1;1;0;1791,69995117187;1;0,0;4,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1970;1;32,4;58,5;24;3;1;1;0;1791,69995117187;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,2;32,4;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1970;1;42,9;60,0;8;3;1;1;0;1791,69995117187;1;0,0;0,0;10,3;0,0;0,0;0,0;6,8;42,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1970;1;26,8;61,0;1;4;1;1;0;1791,69995117187;1;26,8;16,5;0,0;12,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,3;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1970;1;41,6;155,7;25;10;1;1;0;1791,69995117187;1;0,0;0,0;10,3;0,0;1,1;0,0;0,0;0,0;25,4;6,0;1,8;0,0;21,5;24,9;0,0;0,0;0,0;0,0;17,3;5,8;0,0;0,0;0,0;0,0;41,6;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1970;1;112,7;550,3;22;17;1;1;0;1791,69995117187;1;0,0;0,0;0,0;33,4;2,3;2,7;0,0;0,0;0,0;0,0;41,0;0,0;0,0;9,3;23,6;25,4;54,0;28,2;53,3;70,9;2,3;112,7;26,5;50,7;7,7;0,0;6,3;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
2247057;1;01/01/1970;1;76,9;369,2;17;14;1;1;0;1791,69995117187;1;20,2;0,0;0,0;12,8;0,0;0,0;0,0;0,0;0,0;16,0;0,0;0,0;0,0;5,2;17,8;55,4;76,9;76,3;17,8;17,7;13,3;0,0;0,0;0,0;0,0;12,0;24,6;0,0;0,0;0,0;3,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1969;1;44,7;167,1;13;8;1;1;0;1130,30004882812;1;0,0;2,4;0,0;0,0;0,0;0,0;26,3;0,0;0,0;0,0;0,0;0,0;44,7;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,2;25,0;35,7;0,0;0,0;0,0;0,0;0,0;0,0;25,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1969;1;54,2;239,9;14;14;1;1;0;1130,30004882812;1;0,0;0,0;12,9;0,0;0,0;2,8;10,0;21,1;27,9;2,4;0,0;0,0;0,0;54,2;3,1;9,9;0,0;0,0;9,5;26,7;0,0;9,0;10,4;0,0;0,0;0,0;0,0;0,0;40,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1969;1;29,1;103,2;5;9;1;1;0;1130,30004882812;1;5,9;0,0;0,0;6,6;29,1;0,0;20,4;0,0;0,0;13,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,0;0,0;0,0;4,2;0,0;0,0;3,7;0,0;0,0;0,0;0,0;6,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1969;1;33,8;60,5;30;4;1;1;0;1130,30004882812;1;0,0;0,0;0,0;0,0;3,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,5;0,0;0,0;0,0;0,0;12,5;0,0;0,0;0,0;33,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1969;1;34,2;47,3;7;2;1;1;0;1130,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;34,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1969;1;0,0;0,0;1;;1;1;0;1130,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1969;1;21,5;35,6;2;3;1;1;0;1130,30004882812;1;0,0;21,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;13,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1969;1;42,5;44,4;30;2;1;1;0;1130,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,5;1,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1969;1;31,0;47,2;5;5;1;1;0;1130,30004882812;1;3,7;0,0;0,0;0,0;31,0;4,1;0,0;0,0;3,9;0,0;0,0;0,0;4,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1969;1;31,2;132,5;22;8;1;1;0;1130,30004882812;1;19,7;30,8;11,7;0,0;15,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,2;5,5;0,0;0,0;0,0;0,0;0,6;17,6;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1969;1;83,7;136,7;3;6;1;1;0;1130,30004882812;1;0,0;0,0;83,7;0,0;0,0;0,0;0,0;6,0;9,1;0,0;0,0;0,0;0,0;0,0;21,0;12,8;0,0;0,0;0,0;0,0;4,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
2247057;1;01/01/1969;1;35,7;115,9;24;13;1;1;0;1130,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,1;9,3;0,0;10,1;6,9;2,8;0,0;0,0;11,0;0,0;10,1;0,0;0,0;0,0;6,2;0,0;35,7;0,7;0,0;2,0;6,5;0,5;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1968;1;48,5;170,1;27;11;1;1;0;928;1;11,0;41,2;13,9;0,4;0,0;30,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;1,4;5,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;48,5;0,0;0,0;9,4;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/11/1968;1;14,9;29,8;29;3;1;1;0;928;1;0,0;0,0;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,9;7,9;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/10/1968;1;27,2;97,6;19;7;1;1;0;928;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,8;0,0;27,2;0,0;0,0;0,0;18,7;12,6;11,6;0,0;0,0;8,3;0,0;1,4;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/09/1968;1;13,1;19,5;4;2;1;1;0;928;1;0,0;0,0;0,0;13,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/08/1968;1;24,0;42,0;9;5;1;1;0;928;1;0,0;0,0;0,0;0,0;4,3;0,2;0,0;4,6;24,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/07/1968;1;2,9;2,9;21;1;1;1;0;928;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/06/1968;1;14,2;22,1;21;2;1;1;0;928;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,9;14,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/05/1968;1;25,7;25,7;16;1;1;1;0;928;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/04/1968;1;47,9;54,5;20;3;1;1;0;928;1;0,0;0,0;0,0;0,0;0,0;3,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;47,9;2,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/03/1968;1;39,3;126,4;31;8;1;1;0;928;1;0,0;0,0;0,0;0,0;31,4;0,0;2,2;7,5;6,8;17,2;0,0;0,0;0,0;0,0;0,0;0,0;15,2;0,0;0,0;0,0;0,0;6,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;39,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/02/1968;1;50,2;127,0;24;4;1;1;0;928;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,8;18,6;0,0;0,0;0,0;0,0;0,0;31,4;50,2;0,0;0,0;0,0;0,0;0,0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;,,,
2247057;1;01/01/1968;1;41,6;210,4;22;16;1;1;0;928;1;0,0;5,5;16,4;15,1;0,0;0,0;0,0;0,0;0,0;0,0;3,2;2,6;7,1;3,3;32,5;24,9;3,0;27,8;15,0;0,0;0,0;41,6;1,7;5,7;5,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/12/1967;1;31,0;108,8;4;13;1;1;0;1396,40002441406;1;0,0;0,0;0,0;31,0;0,0;6,8;0,0;0,0;7,3;5,9;8,2;0,0;0,0;0,0;0,0;0,0;6,8;14,3;2,4;0,0;8,5;1,6;5,4;0,0;0,0;0,0;0,0;0,0;3,9;6,7;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/11/1967;1;95,6;215,8;24;8;1;1;0;1396,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;45,6;14,6;26,9;0,0;11,7;0,0;0,0;0,0;0,0;0,0;0,0;95,6;5,7;6,2;0,0;0,0;9,5;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/10/1967;1;57,8;199,9;17;12;1;1;0;1396,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,5;0,0;3,8;57,8;0,0;10,2;3,5;22,9;25,6;9,1;0,0;4,2;12,2;30,0;4,1;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/09/1967;1;29,3;81,3;13;6;1;1;0;1396,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,6;20,7;5,5;0,0;3,0;29,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/08/1967;1;2,9;2,9;15;1;1;1;0;1396,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/07/1967;1;12,3;20,9;12;3;1;1;0;1396,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,3;2,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/06/1967;1;26,7;99,2;7;8;1;1;0;1396,40002441406;1;0,0;0,0;0,0;5,5;0,0;0,7;26,7;0,0;0,0;3,2;12,9;14,4;23,6;12,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/05/1967;1;12,8;12,8;4;1;1;1;0;1396,40002441406;1;0,0;0,0;0,0;12,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/04/1967;1;5,8;8,4;28;2;1;1;0;1396,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;0,0;0,0;0,0;0,0;5,8;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1967;1;28,6;134,6;14;10;1;1;0;1396,40002441406;1;0,0;0,0;0,0;0,0;0,0;13,9;11,6;20,2;4,1;9,9;0,0;0,0;0,0;28,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,4;0,0;19,9;12,6;8,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1967;1;53,7;201,4;5;12;1;1;0;1396,40002441406;1;0,0;24,7;0,0;5,2;53,7;6,3;0,0;0,0;0,0;4,6;0,0;0,0;4,1;5,7;0,0;0,0;30,8;46,1;0,0;4,5;0,0;0,0;0,0;0,0;9,2;0,0;6,5;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
2247057;1;01/01/1967;1;43,1;310,4;24;18;1;1;0;1396,40002441406;1;0,0;22,6;0,0;9,3;0,0;0,0;10,4;0,0;0,0;22,0;12,7;29,5;7,3;13,7;0,0;26,0;23,3;0,0;15,8;11,2;31,3;9,4;6,7;43,1;7,2;0,0;0,0;0,0;0,0;0,0;8,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1966;1;76,8;285,5;22;11;1;1;0;1124,19995117188;1;0,0;0,0;0,0;15,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,6;0,0;0,0;16,4;23,1;6,7;21,2;49,6;76,8;42,1;15,8;0,0;0,0;0,0;10,9;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
