EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247057;1;01/04/1952;1;19,0;42,6;1;3;1;1;0;901,900024414062;1;19,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,8;16,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;1;01/03/1952;1;53,6;140,7;15;11;1;1;0;901,900024414062;1;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,0;6,0;3,8;1,0;0,0;53,6;1,4;0,0;0,0;0,0;0,0;0,0;0,0;41,8;0,3;13,6;2,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/02/1952;1;42,2;194,5;5;14;1;1;0;901,900024414062;1;7,8;0,0;4,7;0,0;42,2;16,8;9,0;4,4;0,0;0,0;0,0;5,8;10,0;4,0;0,0;0,0;0,0;0,0;0,0;24,6;0,0;7,0;0,0;0,0;23,6;33,0;1,6;0,0;0,0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;,,
2247057;1;01/01/1952;1;35,6;100,3;8;13;1;1;0;901,900024414062;1;9,8;18,4;0,0;0,0;0,0;0,1;0,0;35,6;0,0;0,0;0,0;0,0;0,0;3,1;4,8;5,0;5,2;0,0;7,1;0,0;0,0;0,0;0,0;7,4;0,3;2,8;0,7;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;1;01/12/1951;1;20,2;60,8;11;11;1;1;0;;0;0,0;0,0;3,7;0,0;0,0;7,4;4,0;6,2;6,4;0,0;20,2;0,0;0,0;0,0;0,0;0,0;4,9;0,0;0,0;0,0;0,0;0,5;2,5;0,0;0,0;0,0;0,0;0,0;4,4;0,6;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/11/1951;1;120,2;253,6;25;7;1;1;0;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,6;0,0;0,0;0,0;54,0;0,0;9,8;0,0;0,0;9,4;120,2;15,2;0,0;0,0;15,4;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/10/1951;1;24,6;79,0;25;9;1;1;0;;0;0,0;0,0;0,0;0,0;0,0;8,4;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,9;1,3;0,0;0,0;0,0;19,6;5,5;0,0;0,0;0,0;24,6;0,0;0,0;1,5;13,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/09/1951;1;3,3;6,0;27;2;1;1;0;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/08/1951;1;15,8;24,0;22;6;1;1;0;;0;0,0;0,0;0,0;0,0;2,5;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,8;2,5;0,3;0,0;0,0;0,0;0,0;2,4;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/07/1951;1;8,8;12,3;5;2;1;1;0;;0;0,0;0,0;0,0;0,0;8,8;0,0;0,0;3,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;1;01/06/1951;1;7,4;9,8;29;4;1;1;0;;0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;1,0;0,0;7,4;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;1;01/05/1951;1;6,1;13,7;19;6;1;1;0;;0;0,0;0,0;0,3;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;5,9;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;2;01/12/1980;1;39,6;273,2;6;19;1;1;0;1486;1;16,8;30,4;3,2;33,4;11,2;39,6;4,6;0,0;0,0;12,8;0,0;8,6;18,8;23,8;1,0;0,0;0,0;0,0;0,0;0,0;2,6;24,4;0,2;0,0;0,0;0,0;29,2;3,8;4,0;4,8;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;2;01/11/1980;1;44,8;128,4;30;8;1;1;0;1486;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,6;5,6;35,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,6;0,0;0,0;0,0;8,2;7,4;0,0;0,0;0,0;1,0;44,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;2;01/10/1980;1;31,2;60,2;27;3;1;1;0;1486;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,8;0,0;0,0;0,0;26,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,2;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;2;01/09/1980;1;34,2;55,4;21;6;1;1;0;1486;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,6;11,2;1,0;0,0;34,2;4,4;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;2;01/08/1980;1;12,8;38,6;16;6;1;1;0;1486;1;0,0;0,0;0,0;0,0;0,0;0,0;4,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,8;0,0;0,6;0,0;0,0;0,0;0,0;8,2;0,0;0,0;3,8;8,8;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;2;01/07/1980;1;0,3;0,3;31;1;1;1;0;1486;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;2;01/06/1980;1;47,4;87,0;26;4;1;1;0;1486;1;0,0;0,0;6,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,4;0,0;0,0;0,0;47,4;27,8;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;2;01/05/1980;1;9,0;22,5;3;5;1;1;0;1486;1;0,0;4,9;9,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;2;01/04/1980;1;59,2;172,6;5;9;1;1;0;1486;1;0,0;0,0;14,6;18,2;59,2;0,6;0,0;0,0;0,0;0,0;0,0;10,8;33,0;0,8;34,4;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,,
2247057;2;01/03/1980;1;47,6;139,8;11;6;1;1;0;1486;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,6;0,0;47,6;0,0;0,0;21,6;0,0;16,8;0,0;8,2;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;2;01/02/1980;1;35,2;127,1;8;9;1;1;0;1486;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35,2;0,0;0,0;0,0;0,0;0,0;0,0;25,1;0,0;0,0;32,4;0,0;0,2;0,0;0,0;0,0;5,4;0,0;13,8;11,4;0,2;3,4;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;,,,
2247057;2;01/01/1980;1;63,2;380,9;1;14;1;1;0;1486;1;63,2;0,0;0,0;0,0;0,0;0,0;0,0;25,8;0,0;49,2;23,8;0,9;0,0;0,0;0,0;0,0;0,0;18,2;16,4;0,0;60,4;13,4;0,4;0,0;21,8;56,6;4,6;26,2;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;,
2247057;2;01/12/1979;1;57,6;238,8;6;15;1;1;0;1402,40002441406;1;0,0;0,0;13,2;3,8;0,0;57,6;2,4;0,0;0,0;0,0;1,2;35,8;11,0;9,6;26,0;36,0;12,8;0,0;0,0;0,0;0,0;0,0;0,0;0,4;9,2;13,4;6,4;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/11/1979;1;40,4;171,0;11;9;1;1;0;1402,40002441406;1;0,0;30,2;3,2;0,0;0,0;0,0;0,0;0,0;22,8;2,8;40,4;0,0;0,0;0,0;10,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34,6;0,0;20,4;6,2;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;2;01/10/1979;1;28,2;127,1;9;11;1;1;0;1402,40002441406;1;0,0;8,0;0,0;1,8;0,0;0,0;5,6;27,0;28,2;0,0;0,0;0,0;0,0;10,2;13,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;2,6;5,9;19,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/09/1979;1;30,4;94,7;19;9;1;1;0;1402,40002441406;1;0,0;0,0;3,8;0,0;2,5;0,0;0,0;0,0;0,0;0,0;0,0;10,4;0,0;0,0;5,4;8,0;0,0;13,6;30,4;0,5;0,0;0,0;20,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;2;01/08/1979;1;26,4;84,0;15;7;1;1;0;1402,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,4;0,0;26,4;0,0;0,0;18,4;10,0;5,2;2,0;0,0;0,0;0,0;0,0;0,0;11,6;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/07/1979;1;23,6;52,3;26;6;1;1;0;1402,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,9;0,0;0,8;4,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,6;0,0;0,0;0,0;0,0;0,8;23,6;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/06/1979;1;0,0;0,0;1;;1;1;0;1402,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;2;01/05/1979;1;36,2;113,1;4;13;1;1;0;1402,40002441406;1;0,6;0,0;1,2;36,2;18,2;2,0;0,4;0,6;0,6;0,8;16,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;35,4;0,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/04/1979;1;52,6;103,6;5;6;1;1;0;1402,40002441406;1;0,0;0,0;0,0;10,0;52,6;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;22,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;2;01/03/1979;1;67,2;126,6;25;7;1;1;0;1402,40002441406;1;0,0;14,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;17,4;0,0;0,0;1,2;0,0;0,0;0,0;0,0;18,4;8,0;0,0;0,0;0,0;0,0;67,2;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/02/1979;1;61,2;165,7;13;10;1;1;0;1402,40002441406;1;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;4,1;54,2;5,0;61,2;10,6;0,0;0,0;11,0;10,2;0,0;0,0;0,0;2,2;6,2;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
2247057;2;01/01/1979;1;52,4;125,5;20;8;1;1;0;1402,40002441406;1;0,0;10,6;6,8;5,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,0;52,4;10,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,0;13,8;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/12/1978;1;43,2;181,3;27;13;1;1;0;974,200012207031;1;0,0;0,0;0,8;0,0;0,0;9,6;30,0;6,6;22,4;4,8;0,0;0,0;0,0;0,0;17,0;8,4;6,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;43,2;27,2;0,0;0,1;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/11/1978;1;58,2;212,4;28;12;1;1;0;974,200012207031;1;3,8;0,0;0,0;4,4;7,8;32,0;0,0;0,0;0,0;21,4;26,4;14,0;0,8;0,0;0,0;0,0;36,6;0,0;0,0;6,2;0,0;0,8;0,0;0,0;0,0;0,0;0,0;58,2;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;2;01/10/1978;1;35,6;104,8;19;9;1;1;0;974,200012207031;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,6;0,0;0,0;2,0;1,6;0,0;15,6;0,0;35,6;5,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;4,8;27,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/09/1978;1;18,4;46,4;6;7;1;1;0;974,200012207031;1;9,0;4,6;0,0;0,0;3,7;18,4;0,0;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;6,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;2;01/08/1978;1;0,1;0,1;24;1;1;1;0;974,200012207031;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/07/1978;1;29,4;73,8;16;5;1;1;0;974,200012207031;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,4;0,0;8,0;0,0;0,0;11,0;6,8;18,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/06/1978;1;64,0;64,3;9;2;1;1;0;974,200012207031;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;64,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;2;01/05/1978;1;34,0;66,2;17;6;1;1;0;974,200012207031;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34,0;4,0;3,3;0,0;23,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/04/1978;1;10,6;10,6;20;1;1;1;0;974,200012207031;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;2;01/03/1978;1;45,4;121,1;4;8;1;1;0;974,200012207031;1;0,0;0,0;2,4;45,4;3,0;0,0;0,0;25,2;31,4;5,8;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,6;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/02/1978;1;12,0;47,1;5;8;1;1;0;974,200012207031;1;0,0;0,0;0,0;0,0;12,0;0,0;0,0;0,0;0,0;0,0;0,0;10,2;0,0;6,0;0,0;0,0;1,6;0,0;3,9;0,0;0,0;4,4;8,6;0,0;0,0;0,0;0,0;0,4;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
2247057;2;01/01/1978;1;25,4;46,1;11;9;1;1;0;974,200012207031;1;0,0;0,6;4,8;0,2;0,0;0,9;0,0;0,0;0,0;2,0;25,4;0,0;4,6;0,0;0,0;0,0;5,2;0,0;0,0;0,0;0,0;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/12/1977;1;59,6;306,0;22;16;1;1;0;1416,40002441406;1;5,4;57,6;25,2;21,6;8,6;20,4;9,2;26,0;0,0;0,0;16,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,8;30,6;15,0;59,6;2,4;0,2;0,0;0,0;0,0;0,0;0,0;0,0;2,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/11/1977;1;35,0;154,4;16;17;1;1;0;1416,40002441406;1;0,0;1,2;0,0;0,0;0,0;0,0;3,2;0,0;12,8;0,0;0,0;8,3;28,0;0,0;14,6;35,0;1,2;0,0;7,4;0,0;0,0;3,2;16,0;1,2;1,3;9,0;0,0;2,8;7,4;1,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;2;01/10/1977;1;77,4;91,1;2;4;1;1;0;1416,40002441406;1;0,0;77,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;7,2;5,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/09/1977;1;36,5;110,7;19;8;1;1;0;1416,40002441406;1;0,0;2,8;0,0;0,0;0,0;0,0;13,2;20,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;36,5;0,0;19,2;0,0;0,0;16,0;1,8;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;2;01/08/1977;1;18,8;29,2;31;2;1;1;0;1416,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,4;18,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/07/1977;1;5,8;11,2;23;3;1;1;0;1416,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;5,8;0,0;4,8;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/06/1977;1;17,0;35,0;5;5;1;1;0;1416,40002441406;1;0,0;0,0;1,0;2,6;17,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,4;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;2;01/05/1977;1;7,6;12,3;17;2;1;1;0;1416,40002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,7;0,0;7,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/04/1977;1;36,2;126,7;5;8;1;1;0;1416,40002441406;1;2,5;0,0;0,0;0,8;36,2;0,0;0,0;0,0;17,2;36,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,8;6,0;9,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;,
2247057;2;01/03/1977;1;44,0;135,6;5;10;1;1;0;1416,40002441406;1;0,0;0,0;0,0;1,1;44,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;2,3;13,4;6,4;17,6;0,0;0,0;0,0;0,0;19,4;10,0;13,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2247057;2;01/02/1977;1;25,2;47,4;1;4;1;1;0;1416,40002441406;1;25,2;0,0;0,0;0,0;3,6;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,6;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;,,,
